;;;;;2019;2019;2020;2020;2021;2021;2022;2022;2023;2023;2024;2024;MO ΝΕΕΣ ΘΕΣΕΙΣ;ΜΟ ΠΡΟΣΛΗΨΕΙΣ
Εκπαιδευτικό επίπεδο;Περιφέρεια;Φύλο;Κλάδος (1ο επίπεδο ανάλυσης);Επάγγελμα (1ο επίπεδο ανάλυσης);Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;Νέες Θέσεις  ;Προσλήψεις;;
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Μεταποίηση;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);6;99;18;81;0;93;-6;103;10;108;1;118;-5;100
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Μεταφορά και αποθήκευση;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;7;116;8;70;4;164;3;65;15;77;2;64;-7;93
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Μεταφορά και αποθήκευση;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;0;65;2;28;6;31;2;32;2;38;4;31;-3;38
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Μεταφορά και αποθήκευση;Ειδικευμένοι γεωργοί, κτηνοτρόφοι, δασοκόμοι και αλιείς;;;;;;;;;0;1;-1;;1;1
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Μεταφορά και αποθήκευση;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;0;2;2;3;2;4;0;6;3;6;0;5;-1;4
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Μεταφορά και αποθήκευση;Μέλη των βουλευομένων σωμάτων, ανώτερα διοικητικά και διευθυντικά στελέχη του δημόσιου και του ιδιωτικού τομέα;1;3;-1;;;;0;2;0;3;1;4;0;3
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Μεταφορά και αποθήκευση;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;0;1;-1;;;;0;1;;;1;1;0;1
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Μεταφορά και αποθήκευση;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;0;6;1;4;-4;8;-1;19;0;31;2;40;0;18
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Μεταφορά και αποθήκευση;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;12;192;5;108;-4;159;1;201;-17;217;34;271;-5;191
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Μεταφορά και αποθήκευση;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);21;621;57;438;-7;701;42;730;11;979;18;1.047;-24;753
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Ορυχεία και Λατομεία;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;1;1;;;;;;;;;;;-1;1
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Ορυχεία και Λατομεία;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;;;1;1;;;;;;;;;-1;1
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Ορυχεία και Λατομεία;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;;;1;1;;;;;;;;;-1;1
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Ορυχεία και Λατομεία;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);0;6;0;18;2;6;1;9;0;3;3;10;-1;9
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;-1;1;2;3;0;12;0;5;0;4;1;9;0;6
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;;;0;1;;;;;;;;;0;1
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;-4;;;;1;1;;;1;1;;;1;1
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;;;;;;;1;1;;;;;-1;1
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;;;1;1;1;2;0;1;;;0;3;-1;2
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Παροχή ηλεκτρικού ρεύματος, φυσικού αερίου, ατμού και κλιματισμού;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);-1;7;0;2;3;7;-1;5;0;6;2;5;-1;5
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;1;11;-1;13;2;8;2;14;-2;16;3;10;-1;12
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;0;3;3;3;-2;5;0;8;0;2;1;10;0;5
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;;;;;;;;;;;0;1;0;1
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;1;3;2;2;2;3;2;3;-1;4;0;6;-1;4
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Παροχή νερού, επεξεργασία λυμάτων, διαχείριση αποβλήτων και δραστηριότητες εξυγίανσης;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);-5;35;2;27;0;25;0;24;-2;34;4;40;0;31
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Τέχνες, διασκέδαση και ψυχαγωγία;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;-2;51;8;41;0;36;-3;37;-1;44;0;45;0;42
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Τέχνες, διασκέδαση και ψυχαγωγία;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;0;309;-2;141;1;158;-6;242;4;154;4;121;0;188
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Τέχνες, διασκέδαση και ψυχαγωγία;Ειδικευμένοι γεωργοί, κτηνοτρόφοι, δασοκόμοι και αλιείς;0;1;0;1;1;2;2;6;0;3;0;1;-1;2
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Τέχνες, διασκέδαση και ψυχαγωγία;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;1;6;0;2;0;3;0;2;0;5;3;4;-1;4
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Τέχνες, διασκέδαση και ψυχαγωγία;Μέλη των βουλευομένων σωμάτων, ανώτερα διοικητικά και διευθυντικά στελέχη του δημόσιου και του ιδιωτικού τομέα;-1;;;;;;;;;;-2;3;2;3
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Τέχνες, διασκέδαση και ψυχαγωγία;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;0;68;1;22;0;20;-7;61;2;385;-2;383;1;157
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Τέχνες, διασκέδαση και ψυχαγωγία;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;21;213;2;73;6;154;13;279;-9;352;0;432;-6;251
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Τέχνες, διασκέδαση και ψυχαγωγία;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;5;114;-9;51;7;90;-5;97;1;110;5;123;-1;98
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Τέχνες, διασκέδαση και ψυχαγωγία;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);1;7;0;1;1;4;-1;11;0;20;0;11;0;9
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Ανειδίκευτοι εργάτες, χειρωνάκτες και μικροεπαγγελματίες;6;359;17;195;37;239;25;342;10;344;9;386;-17;311
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Απασχολούμενοι στην παροχή υπηρεσιών και πωλητές σε καταστήματα και υπαίθριες αγορές;31;962;79;659;50;848;25;997;37;1.157;47;1.157;-45;963
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Ειδικευμένοι γεωργοί, κτηνοτρόφοι, δασοκόμοι και αλιείς;1;9;-1;6;3;20;0;15;-2;16;-3;20;0;14
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Ειδικευμένοι τεχνίτες και ασκούντες συναφή τεχνικά επαγγέλματα;24;124;-1;64;11;98;2;94;21;117;-2;124;-9;104
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Μέλη των βουλευομένων σωμάτων, ανώτερα διοικητικά και διευθυντικά στελέχη του δημόσιου και του ιδιωτικού τομέα;1;10;3;5;-1;8;-4;3;-2;8;-4;5;1;7
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Πρόσωπα που ασκούν επιστημονικά, καλλιτεχνικά και συναφή επαγγέλματα;4;15;-3;3;2;5;5;16;0;10;-3;8;-1;10
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Τεχνολόγοι, τεχνικοί βοηθοί και ασκούντες συναφή επαγγέλματα;0;47;2;34;5;45;-16;66;-4;48;-2;51;3;49
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Υπάλληλοι γραφείου και ασκούντες συναφή επαγγέλματα;42;314;30;259;26;305;8;320;41;404;10;414;-26;336
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Χονδρικό και λιανικό εμπόριο, επισκευή μηχανοκίνητων οχημάτων και μοτοσυκλετών;Χειριστές σταθερών βιομηχανικών εγκαταστάσεων, μηχανημάτων και εξοπλισμού και συναρμολογητές (μονταδόροι);36;504;22;330;16;434;36;525;24;520;2;482;-23;466
ΓΕΛ;Περιφέρεια Ιονίων Νήσων;Άνδρες;Χρηματοπιστωτικές και ασφαλιστικές δραστηριότητες;Μέλη των βουλευομένων σωμάτων, ανώτερα διοικητικά και διευθυντικά στελέχη του δημόσιου και του ιδιωτικού τομέα;-2;;;;;;-1;;-1;;-1;;1;#DIV/0!
